YEAR,HOSPITAL,Procedure/Condition,Risk Adjuested Mortality Rate,Risk Adjuested Mortality Rate,Hospital Ratings
2023,Providence St. Joseph Hospital,Heart Failure,2.8,2.8,As Expected
2023,Providence St. Joseph Hospital,Hip Fracture,0.4,0.4,As Expected
2023,Providence St. Joseph Hospital,PCI,5.5,5.5,As Expected
2023,Providence St. Joseph Hospital,Pancreatic Resection,12.2,12.2,As Expected
2023,Providence St. Joseph Hospital,Pneumonia,4.7,4.7,As Expected
2023,Providence St. Joseph Hospital – Eureka,AMI,8.7,8.7,As Expected
2023,Providence St. Joseph Hospital – Eureka,Acute Stroke,11.6,11.6,As Expected
2023,Providence St. Joseph Hospital – Eureka,Carotid Endarterectomy,0,0,As Expected
2023,Providence St. Joseph Hospital – Eureka,GI Hemorrhage,1.5,1.5,As Expected
2023,Providence St. Joseph Hospital – Eureka,Hip Fracture,2.4,2.4,As Expected
2023,Providence St. Joseph Hospital – Eureka,Pneumonia,5.4,5.4,As Expected
2023,Providence St. Joseph Hospital – Eureka,Heart Failure,4.6,4.6,Worse
2023,Providence St. Joseph Hospital – Eureka,PCI,8.4,8.4,Worse
2023,Providence St. Jude Medical Center,AMI,5.2,5.2,As Expected
2023,Providence St. Jude Medical Center,Acute Stroke,8,8,As Expected
2023,Providence St. Jude Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Providence St. Jude Medical Center,GI Hemorrhage,2.1,2.1,As Expected
2023,Providence St. Jude Medical Center,Heart Failure,3.1,3.1,As Expected
2023,Providence St. Jude Medical Center,Hip Fracture,1.1,1.1,As Expected
2023,Providence St. Jude Medical Center,PCI,4.7,4.7,As Expected
2023,Providence St. Jude Medical Center,Pancreatic Resection,0,0,As Expected
2023,Providence St. Jude Medical Center,Pneumonia,5.4,5.4,As Expected
2023,Providence St. Mary Medical Center,AMI,6,6,As Expected
2023,Providence St. Mary Medical Center,Acute Stroke,3.7,3.7,As Expected
2023,Providence St. Mary Medical Center,GI Hemorrhage,3.4,3.4,As Expected
2023,Providence St. Mary Medical Center,Heart Failure,1.6,1.6,As Expected
2023,Providence St. Mary Medical Center,Hip Fracture,1.2,1.2,As Expected
2023,Providence St. Mary Medical Center,PCI,2,2,As Expected
2023,Providence St. Mary Medical Center,Pneumonia,3.7,3.7,Better
2023,Providence St. Mary Medical Center,Carotid Endarterectomy,53.4,53.4,Worse
2023,Redlands Community Hospital,AMI,3.9,3.9,As Expected
2023,Redlands Community Hospital,Acute Stroke,10.4,10.4,As Expected
2023,Redlands Community Hospital,Carotid Endarterectomy,1.7,1.7,As Expected
2023,Redlands Community Hospital,GI Hemorrhage,3.3,3.3,As Expected
2023,Redlands Community Hospital,Heart Failure,4.1,4.1,As Expected
2023,Redlands Community Hospital,Hip Fracture,1.9,1.9,As Expected
2023,Redlands Community Hospital,Pneumonia,4.4,4.4,Better
2023,Regional Medical Center of San Jose,AMI,5.7,5.7,As Expected
2023,Regional Medical Center of San Jose,Carotid Endarterectomy,0,0,As Expected
2023,Regional Medical Center of San Jose,GI Hemorrhage,2.8,2.8,As Expected
2023,Regional Medical Center of San Jose,Heart Failure,2.2,2.2,As Expected
2023,Regional Medical Center of San Jose,Hip Fracture,2,2,As Expected
2023,Regional Medical Center of San Jose,PCI,6,6,As Expected
2023,Regional Medical Center of San Jose,Acute Stroke,3.1,3.1,Better
2023,Regional Medical Center of San Jose,Pneumonia,3.8,3.8,Better
2023,Rehab Hospital of Southern California,Acute Stroke,3,3,As Expected
2023,Rehab Hospital of Southern California,Hip Fracture,0,0,As Expected
2023,Ridgecrest Regional Hospital,Acute Stroke,17.6,17.6,As Expected
2023,Ridgecrest Regional Hospital,GI Hemorrhage,6.8,6.8,As Expected
2023,Ridgecrest Regional Hospital,Heart Failure,8.4,8.4,As Expected
2023,Ridgecrest Regional Hospital,Hip Fracture,0,0,As Expected
2023,Ridgecrest Regional Hospital,Pneumonia,7.9,7.9,As Expected
2023,Riverside Community Hospital,AMI,4.8,4.8,As Expected
2023,Riverside Community Hospital,GI Hemorrhage,0.5,0.5,As Expected
2023,Riverside Community Hospital,Hip Fracture,0,0,As Expected
2023,Riverside Community Hospital,PCI,3.7,3.7,As Expected
2023,Riverside Community Hospital,Pancreatic Resection,0,0,As Expected
2023,Riverside Community Hospital,Acute Stroke,3.1,3.1,Better
2023,Riverside Community Hospital,Carotid Endarterectomy,0,0,Better
2023,Riverside Community Hospital,Heart Failure,0.8,0.8,Better
2023,Riverside Community Hospital,Pneumonia,2.7,2.7,Better
2023,Riverside University Health System – Medical Center,AMI,5.3,5.3,As Expected
2023,Riverside University Health System – Medical Center,Acute Stroke,9.3,9.3,As Expected
2023,Riverside University Health System – Medical Center,GI Hemorrhage,3.4,3.4,As Expected
2023,Riverside University Health System – Medical Center,Heart Failure,2.4,2.4,As Expected
2023,Riverside University Health System – Medical Center,Hip Fracture,3.8,3.8,As Expected
2023,Riverside University Health System – Medical Center,PCI,0,0,As Expected
2023,Riverside University Health System – Medical Center,Pneumonia,5.6,5.6,As Expected
2023,Riverside University Health System – Medical Center,Pancreatic Resection,43.6,43.6,Worse
2023,Ronald Reagan UCLA Medical Center,AMI,5,5,As Expected
2023,Ronald Reagan UCLA Medical Center,Acute Stroke,6.8,6.8,As Expected
2023,Ronald Reagan UCLA Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Ronald Reagan UCLA Medical Center,GI Hemorrhage,1.8,1.8,As Expected
2023,Ronald Reagan UCLA Medical Center,Heart Failure,2.9,2.9,As Expected
2023,Ronald Reagan UCLA Medical Center,Hip Fracture,0,0,As Expected
2023,Ronald Reagan UCLA Medical Center,PCI,3.5,3.5,As Expected
2023,Ronald Reagan UCLA Medical Center,Pancreatic Resection,0,0,As Expected
2023,Ronald Reagan UCLA Medical Center,Pneumonia,5.8,5.8,As Expected
2023,Saint Agnes Medical Center,Acute Stroke,11.4,11.4,As Expected
2023,Saint Agnes Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Saint Agnes Medical Center,GI Hemorrhage,3.8,3.8,As Expected
2023,Saint Agnes Medical Center,Hip Fracture,2.5,2.5,As Expected
2023,Saint Agnes Medical Center,PCI,4.1,4.1,As Expected
2023,Saint Agnes Medical Center,Pancreatic Resection,0,0,As Expected
2023,Saint Agnes Medical Center,AMI,8.1,8.1,Worse
2023,Saint Agnes Medical Center,Heart Failure,4.3,4.3,Worse
2023,Saint Agnes Medical Center,Pneumonia,11.9,11.9,Worse
2023,Saint Francis Memorial Hospital,AMI,0,0,As Expected
2023,Saint Francis Memorial Hospital,Acute Stroke,3.8,3.8,As Expected
2023,Saint Francis Memorial Hospital,GI Hemorrhage,2.6,2.6,As Expected
2023,Saint Francis Memorial Hospital,Heart Failure,1.2,1.2,As Expected
2023,Saint Francis Memorial Hospital,Hip Fracture,3.7,3.7,As Expected
2023,Saint Francis Memorial Hospital,Pneumonia,6.1,6.1,As Expected
2023,Salinas Valley Health Medical Center,AMI,5.3,5.3,As Expected
2023,Salinas Valley Health Medical Center,Acute Stroke,8.6,8.6,As Expected
2023,Salinas Valley Health Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Salinas Valley Health Medical Center,GI Hemorrhage,4.3,4.3,As Expected
2023,Salinas Valley Health Medical Center,Heart Failure,3.1,3.1,As Expected
2023,Salinas Valley Health Medical Center,Hip Fracture,1.5,1.5,As Expected
2023,Salinas Valley Health Medical Center,PCI,6.3,6.3,As Expected
2023,Salinas Valley Health Medical Center,Pneumonia,5.4,5.4,As Expected
2023,San Antonio Regional Hospital,AMI,6.4,6.4,As Expected
2023,San Antonio Regional Hospital,Carotid Endarterectomy,0,0,As Expected
2023,San Antonio Regional Hospital,GI Hemorrhage,4.7,4.7,As Expected
2023,San Antonio Regional Hospital,Hip Fracture,1.4,1.4,As Expected
2023,San Antonio Regional Hospital,PCI,3.6,3.6,As Expected
2023,San Antonio Regional Hospital,Pancreatic Resection,0,0,As Expected
2023,San Antonio Regional Hospital,Acute Stroke,13.3,13.3,Worse
2023,San Antonio Regional Hospital,Heart Failure,4.2,4.2,Worse
2023,San Antonio Regional Hospital,Pneumonia,9.7,9.7,Worse
2023,San Dimas Community Hospital,AMI,5.9,5.9,As Expected
2023,San Dimas Community Hospital,Acute Stroke,3,3,As Expected
2023,San Dimas Community Hospital,GI Hemorrhage,1.9,1.9,As Expected
2023,San Dimas Community Hospital,Heart Failure,0,0,As Expected
2023,San Dimas Community Hospital,Hip Fracture,0,0,As Expected
2023,San Dimas Community Hospital,Pneumonia,6.7,6.7,As Expected
2023,San Gabriel Valley Medical Center,GI Hemorrhage,2.2,2.2,As Expected
2023,San Gabriel Valley Medical Center,Heart Failure,2.4,2.4,As Expected
2023,San Gabriel Valley Medical Center,Hip Fracture,3.1,3.1,As Expected
2023,San Gabriel Valley Medical Center,Pneumonia,5.3,5.3,As Expected
2023,San Gabriel Valley Medical Center,Acute Stroke,0,0,Better
2023,San Gabriel Valley Medical Center,AMI,18.7,18.7,Worse
2023,San Gorgonio Memorial Hospital,AMI,0,0,As Expected
2023,San Gorgonio Memorial Hospital,Acute Stroke,0,0,As Expected
2023,San Gorgonio Memorial Hospital,GI Hemorrhage,5.1,5.1,As Expected
2023,San Gorgonio Memorial Hospital,Heart Failure,4,4,As Expected
2023,San Gorgonio Memorial Hospital,Hip Fracture,0,0,As Expected
2023,San Gorgonio Memorial Hospital,Pneumonia,7.4,7.4,As Expected
2023,San Joaquin General Hospital,AMI,8.4,8.4,As Expected
2023,San Joaquin General Hospital,Acute Stroke,11.8,11.8,As Expected
2023,San Joaquin General Hospital,Carotid Endarterectomy,0,0,As Expected
2023,San Joaquin General Hospital,GI Hemorrhage,2.8,2.8,As Expected
2023,San Joaquin General Hospital,Heart Failure,2.6,2.6,As Expected
2023,San Joaquin General Hospital,Hip Fracture,0,0,As Expected
2023,San Joaquin General Hospital,Pancreatic Resection,0,0,As Expected
2023,San Joaquin General Hospital,Pneumonia,4.4,4.4,As Expected
2023,San Joaquin Valley Rehab Hospital,AMI,0,0,As Expected
2023,San Joaquin Valley Rehab Hospital,Acute Stroke,0,0,As Expected
2023,San Joaquin Valley Rehab Hospital,Heart Failure,0,0,As Expected
2023,San Mateo Medical Center,AMI,27.6,27.6,As Expected
2023,San Mateo Medical Center,Acute Stroke,12.4,12.4,As Expected
2023,San Mateo Medical Center,GI Hemorrhage,3.6,3.6,As Expected
2023,San Mateo Medical Center,Heart Failure,1.9,1.9,As Expected
2023,San Mateo Medical Center,Hip Fracture,0,0,As Expected
2023,San Mateo Medical Center,Pneumonia,8.2,8.2,As Expected
2023,San Ramon Regional Medical Center,AMI,5.7,5.7,As Expected
2023,San Ramon Regional Medical Center,Acute Stroke,0,0,As Expected
2023,San Ramon Regional Medical Center,GI Hemorrhage,2.3,2.3,As Expected
2023,San Ramon Regional Medical Center,Heart Failure,2.2,2.2,As Expected
2023,San Ramon Regional Medical Center,Hip Fracture,0,0,As Expected
2023,San Ramon Regional Medical Center,PCI,6.1,6.1,As Expected
2023,San Ramon Regional Medical Center,Pneumonia,6.6,6.6,As Expected
2023,Santa Barbara Cottage Hospital,AMI,3.8,3.8,As Expected
2023,Santa Barbara Cottage Hospital,Acute Stroke,7,7,As Expected
2023,Santa Barbara Cottage Hospital,Carotid Endarterectomy,0,0,As Expected
2023,Santa Barbara Cottage Hospital,GI Hemorrhage,2,2,As Expected
2023,Santa Barbara Cottage Hospital,Heart Failure,2.8,2.8,As Expected
2023,Santa Barbara Cottage Hospital,Hip Fracture,1.2,1.2,As Expected
2023,Santa Barbara Cottage Hospital,Pancreatic Resection,0,0,As Expected
2023,Santa Barbara Cottage Hospital,PCI,1.7,1.7,Better
2023,Santa Barbara Cottage Hospital,Pneumonia,3.8,3.8,Better
2023,Santa Clara Valley Medical Center,AMI,4.6,4.6,As Expected
2023,Santa Clara Valley Medical Center,Acute Stroke,10.6,10.6,As Expected
2023,Santa Clara Valley Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Santa Clara Valley Medical Center,Heart Failure,3,3,As Expected
2023,Santa Clara Valley Medical Center,Hip Fracture,0,0,As Expected
2023,Santa Clara Valley Medical Center,PCI,3.3,3.3,As Expected
2023,Santa Clara Valley Medical Center,Pancreatic Resection,11.4,11.4,As Expected
2023,Santa Clara Valley Medical Center,Pneumonia,6.2,6.2,As Expected
2023,Santa Clara Valley Medical Center,GI Hemorrhage,0.4,0.4,Better
2023,Santa Monica – UCLA Medical Center and Orthopaedic Hospital,AMI,6.7,6.7,As Expected
2023,Santa Monica – UCLA Medical Center and Orthopaedic Hospital,Acute Stroke,6.5,6.5,As Expected
2023,Santa Monica – UCLA Medical Center and Orthopaedic Hospital,GI Hemorrhage,2.2,2.2,As Expected
2023,Santa Monica – UCLA Medical Center and Orthopaedic Hospital,Hip Fracture,1.7,1.7,As Expected
2023,Santa Monica – UCLA Medical Center and Orthopaedic Hospital,PCI,5,5,As Expected
2023,Santa Monica – UCLA Medical Center and Orthopaedic Hospital,Pneumonia,5.4,5.4,As Expected
2023,Santa Monica – UCLA Medical Center and Orthopaedic Hospital,Heart Failure,1.3,1.3,Better
2023,Santa Ynez Valley Cottage Hospital,Heart Failure,0,0,As Expected
2023,Santa Ynez Valley Cottage Hospital,Pneumonia,12.6,12.6,As Expected
2023,Scripps Green Hospital,Acute Stroke,5,5,As Expected
2023,Scripps Green Hospital,Carotid Endarterectomy,0,0,As Expected
2023,Scripps Green Hospital,GI Hemorrhage,2.8,2.8,As Expected
2023,Scripps Green Hospital,Heart Failure,2.6,2.6,As Expected
2023,Scripps Green Hospital,Hip Fracture,1.3,1.3,As Expected
2023,Scripps Green Hospital,Pancreatic Resection,0,0,As Expected
2023,Scripps Green Hospital,Pneumonia,3.5,3.5,As Expected
2023,Scripps Memorial Hospital – Encinitas,AMI,5.1,5.1,As Expected
2023,Scripps Memorial Hospital – Encinitas,Acute Stroke,5,5,As Expected
2023,Scripps Memorial Hospital – Encinitas,Carotid Endarterectomy,0,0,As Expected
2023,Scripps Memorial Hospital – Encinitas,Hip Fracture,0.4,0.4,As Expected
2023,Scripps Memorial Hospital – Encinitas,PCI,1.9,1.9,As Expected
2023,Scripps Memorial Hospital – Encinitas,GI Hemorrhage,0,0,Better
2023,Scripps Memorial Hospital – Encinitas,Heart Failure,1.2,1.2,Better
2023,Scripps Memorial Hospital – Encinitas,Pneumonia,3.3,3.3,Better
2023,Scripps Memorial Hospital – La Jolla,AMI,6,6,As Expected
2023,Scripps Memorial Hospital – La Jolla,Acute Stroke,8.6,8.6,As Expected
2023,Scripps Memorial Hospital – La Jolla,Carotid Endarterectomy,4.2,4.2,As Expected
2023,Scripps Memorial Hospital – La Jolla,GI Hemorrhage,3.3,3.3,As Expected
2023,Scripps Memorial Hospital – La Jolla,Heart Failure,2.7,2.7,As Expected
2023,Scripps Memorial Hospital – La Jolla,Hip Fracture,1.3,1.3,As Expected
2023,Scripps Memorial Hospital – La Jolla,PCI,5.3,5.3,As Expected
2023,Scripps Memorial Hospital – La Jolla,Pancreatic Resection,0,0,As Expected
2023,Scripps Memorial Hospital – La Jolla,Pneumonia,5.3,5.3,As Expected
2023,Scripps Mercy Hospital,Acute Stroke,7.4,7.4,As Expected
2023,Scripps Mercy Hospital,Carotid Endarterectomy,0,0,As Expected
2023,Scripps Mercy Hospital,GI Hemorrhage,2,2,As Expected
2023,Scripps Mercy Hospital,Hip Fracture,1.8,1.8,As Expected
2023,Scripps Mercy Hospital,PCI,2.3,2.3,As Expected
2023,Scripps Mercy Hospital,Pancreatic Resection,0,0,As Expected
2023,Scripps Mercy Hospital,Pneumonia,5.2,5.2,As Expected
2023,Scripps Mercy Hospital,AMI,3.2,3.2,Better
2023,Scripps Mercy Hospital,Heart Failure,1.6,1.6,Better
2023,Seneca District Hospital,Pneumonia,0,0,As Expected
2023,Sequoia Hospital,AMI,6.1,6.1,As Expected
2023,Sequoia Hospital,Acute Stroke,6.2,6.2,As Expected
2023,Sequoia Hospital,Carotid Endarterectomy,0,0,As Expected
2023,Sequoia Hospital,GI Hemorrhage,3,3,As Expected
2023,Sequoia Hospital,Heart Failure,4.8,4.8,As Expected
2023,Sequoia Hospital,Hip Fracture,0,0,As Expected
2023,Sequoia Hospital,PCI,5.7,5.7,As Expected
2023,Sequoia Hospital,Pneumonia,5.8,5.8,As Expected
2023,Sharp Chula Vista Medical Center,AMI,4.3,4.3,As Expected
2023,Sharp Chula Vista Medical Center,Acute Stroke,8.1,8.1,As Expected
2023,Sharp Chula Vista Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Sharp Chula Vista Medical Center,GI Hemorrhage,3,3,As Expected
2023,Sharp Chula Vista Medical Center,Heart Failure,2.9,2.9,As Expected
2023,Sharp Chula Vista Medical Center,Hip Fracture,4.5,4.5,As Expected
2023,Sharp Chula Vista Medical Center,Pancreatic Resection,0,0,As Expected
2023,Sharp Chula Vista Medical Center,Pneumonia,4.6,4.6,As Expected
2023,Sharp Chula Vista Medical Center,PCI,2,2,Better
2023,Sharp Coronado Hospital and Healthcare Center,AMI,17.3,17.3,As Expected
2023,Sharp Coronado Hospital and Healthcare Center,Acute Stroke,0,0,As Expected
2023,Sharp Coronado Hospital and Healthcare Center,GI Hemorrhage,3.7,3.7,As Expected
2023,Sharp Coronado Hospital and Healthcare Center,Heart Failure,2.9,2.9,As Expected
2023,Sharp Coronado Hospital and Healthcare Center,Hip Fracture,0,0,As Expected
2023,Sharp Coronado Hospital and Healthcare Center,Pneumonia,4.3,4.3,As Expected
2023,Sharp Memorial Hospital,AMI,5,5,As Expected
2023,Sharp Memorial Hospital,Acute Stroke,8.9,8.9,As Expected
2023,Sharp Memorial Hospital,Carotid Endarterectomy,0,0,As Expected
2023,Sharp Memorial Hospital,GI Hemorrhage,2.5,2.5,As Expected
2023,Sharp Memorial Hospital,Heart Failure,2.5,2.5,As Expected
2023,Sharp Memorial Hospital,Hip Fracture,1.3,1.3,As Expected
2023,Sharp Memorial Hospital,PCI,3.3,3.3,As Expected
2023,Sharp Memorial Hospital,Pancreatic Resection,8.4,8.4,As Expected
2023,Sharp Memorial Hospital,Pneumonia,5.6,5.6,As Expected
2023,Shasta Regional Medical Center,AMI,6.5,6.5,As Expected
2023,Shasta Regional Medical Center,Acute Stroke,12.3,12.3,As Expected
2023,Shasta Regional Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Shasta Regional Medical Center,GI Hemorrhage,2.3,2.3,As Expected
2023,Shasta Regional Medical Center,Heart Failure,2.9,2.9,As Expected
2023,Shasta Regional Medical Center,Hip Fracture,1.1,1.1,As Expected
2023,Shasta Regional Medical Center,PCI,3.6,3.6,As Expected
2023,Shasta Regional Medical Center,Pneumonia,7.7,7.7,As Expected
2023,Sherman Oaks Hospital,AMI,4.2,4.2,As Expected
2023,Sherman Oaks Hospital,Acute Stroke,4.3,4.3,As Expected
2023,Sherman Oaks Hospital,GI Hemorrhage,1.9,1.9,As Expected
2023,Sherman Oaks Hospital,Heart Failure,2.1,2.1,As Expected
2023,Sherman Oaks Hospital,Hip Fracture,0,0,As Expected
2023,Sherman Oaks Hospital,PCI,0,0,As Expected
2023,Sherman Oaks Hospital,Pneumonia,6.7,6.7,As Expected
2023,Sierra Nevada Memorial Hospital,AMI,0,0,As Expected
2023,Sierra Nevada Memorial Hospital,Acute Stroke,9.8,9.8,As Expected
2023,Sierra Nevada Memorial Hospital,GI Hemorrhage,4.8,4.8,As Expected
2023,Sierra Nevada Memorial Hospital,Heart Failure,2.4,2.4,As Expected
2023,Sierra Nevada Memorial Hospital,Hip Fracture,3.6,3.6,As Expected
2023,Sierra Nevada Memorial Hospital,Pneumonia,2.1,2.1,Better
2023,Sierra View Medical Center,AMI,6.4,6.4,As Expected
2023,Sierra View Medical Center,Acute Stroke,4.7,4.7,As Expected
2023,Sierra View Medical Center,GI Hemorrhage,4.7,4.7,As Expected
2023,Sierra View Medical Center,Heart Failure,2.9,2.9,As Expected
2023,Sierra View Medical Center,Hip Fracture,1.6,1.6,As Expected
2023,Sierra View Medical Center,PCI,0,0,As Expected
2023,Sierra View Medical Center,Pneumonia,7.7,7.7,As Expected
2023,Sonoma Specialty Hospital,Acute Stroke,0,0,As Expected
2023,Sonoma Specialty Hospital,Pneumonia,0,0,As Expected
2023,Sonoma Specialty Hospital,Heart Failure,64.4,64.4,Worse
2023,Sonoma Valley Hospital,Heart Failure,0,0,As Expected
2023,Sonoma Valley Hospital,Hip Fracture,0,0,As Expected
2023,Sonoma Valley Hospital,Pneumonia,6,6,As Expected
2023,Sonoma Valley Hospital,Acute Stroke,0,0,Better
2023,South Coast Global Medical Center,AMI,0,0,As Expected
2023,South Coast Global Medical Center,Acute Stroke,0,0,As Expected
2023,South Coast Global Medical Center,GI Hemorrhage,16.8,16.8,As Expected
2023,South Coast Global Medical Center,Heart Failure,8.3,8.3,As Expected
2023,South Coast Global Medical Center,Hip Fracture,0,0,As Expected
2023,South Coast Global Medical Center,Pneumonia,9.3,9.3,As Expected
2023,Southern California Hospital at Culver City,AMI,5.4,5.4,As Expected
2023,Southern California Hospital at Culver City,Acute Stroke,3.5,3.5,As Expected
2023,Southern California Hospital at Culver City,Carotid Endarterectomy,0,0,As Expected
2023,Southern California Hospital at Culver City,GI Hemorrhage,1.9,1.9,As Expected
2023,Southern California Hospital at Culver City,Heart Failure,1.9,1.9,As Expected
2023,Southern California Hospital at Culver City,Hip Fracture,0,0,As Expected
2023,Southern California Hospital at Culver City,PCI,1.6,1.6,As Expected
2023,Southern California Hospital at Culver City,Pneumonia,5.1,5.1,As Expected
2023,Southern California Hospital at Hollywood,AMI,8.3,8.3,As Expected
2023,Southern California Hospital at Hollywood,Acute Stroke,10.7,10.7,As Expected
2023,Southern California Hospital at Hollywood,GI Hemorrhage,0.8,0.8,As Expected
2023,Southern California Hospital at Hollywood,Heart Failure,1.8,1.8,As Expected
2023,Southern California Hospital at Hollywood,Hip Fracture,0,0,As Expected
2023,Southern California Hospital at Hollywood,Pneumonia,2.6,2.6,Better
2023,Southern Inyo Hospital,Heart Failure,0,0,As Expected
2023,Southern Inyo Hospital,Pneumonia,18.8,18.8,As Expected
2023,Southwest Healthcare Rancho Springs Hospital,AMI,0,0,As Expected
2023,Southwest Healthcare Rancho Springs Hospital,Acute Stroke,7.1,7.1,As Expected
2023,Southwest Healthcare Rancho Springs Hospital,Carotid Endarterectomy,0,0,As Expected
2023,Southwest Healthcare Rancho Springs Hospital,GI Hemorrhage,3.7,3.7,As Expected
2023,Southwest Healthcare Rancho Springs Hospital,Heart Failure,3,3,As Expected
2023,Southwest Healthcare Rancho Springs Hospital,Hip Fracture,2,2,As Expected
2023,Southwest Healthcare Rancho Springs Hospital,Pneumonia,4.4,4.4,As Expected
2023,St. Bernardine Medical Center,AMI,6,6,As Expected
2023,St. Bernardine Medical Center,Acute Stroke,9,9,As Expected
2023,St. Bernardine Medical Center,GI Hemorrhage,2.3,2.3,As Expected
2023,St. Bernardine Medical Center,Heart Failure,2.1,2.1,As Expected
2023,St. Bernardine Medical Center,Hip Fracture,1.5,1.5,As Expected
2023,St. Bernardine Medical Center,PCI,5.7,5.7,As Expected
2023,St. Bernardine Medical Center,Pneumonia,5.6,5.6,As Expected
2023,St. Elizabeth Community Hospital,AMI,0,0,As Expected
2023,St. Elizabeth Community Hospital,Acute Stroke,0,0,As Expected
2023,St. Elizabeth Community Hospital,GI Hemorrhage,3.4,3.4,As Expected
2023,St. Elizabeth Community Hospital,Heart Failure,2.8,2.8,As Expected
2023,St. Elizabeth Community Hospital,Hip Fracture,2.7,2.7,As Expected
2023,St. Elizabeth Community Hospital,Pneumonia,10.4,10.4,As Expected
2023,St. Francis Medical Center,AMI,4.5,4.5,As Expected
2023,St. Francis Medical Center,Acute Stroke,6.8,6.8,As Expected
2023,St. Francis Medical Center,GI Hemorrhage,1.5,1.5,As Expected
2023,St. Francis Medical Center,Heart Failure,2.5,2.5,As Expected
2023,St. Francis Medical Center,Hip Fracture,0,0,As Expected
2023,St. Francis Medical Center,PCI,3.8,3.8,As Expected
2023,St. Francis Medical Center,Pneumonia,5.2,5.2,As Expected
2023,St. John's Hospital Camarillo,AMI,6.6,6.6,As Expected
2023,St. John's Hospital Camarillo,Acute Stroke,12.4,12.4,As Expected
2023,St. John's Hospital Camarillo,GI Hemorrhage,3,3,As Expected
2023,St. John's Hospital Camarillo,Heart Failure,4.7,4.7,As Expected
2023,St. John's Hospital Camarillo,Hip Fracture,0,0,As Expected
2023,St. John's Hospital Camarillo,Pneumonia,6.9,6.9,As Expected
2023,St. John's Regional Medical Center,AMI,3.9,3.9,As Expected
2023,St. John's Regional Medical Center,Acute Stroke,8.4,8.4,As Expected
2023,St. John's Regional Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,St. John's Regional Medical Center,GI Hemorrhage,2.2,2.2,As Expected
2023,St. John's Regional Medical Center,Heart Failure,2.8,2.8,As Expected
2023,St. John's Regional Medical Center,Hip Fracture,3.5,3.5,As Expected
2023,St. John's Regional Medical Center,PCI,2.9,2.9,As Expected
2023,St. John's Regional Medical Center,Pneumonia,5.9,5.9,As Expected
2023,St. Joseph's Medical Center of Stockton,AMI,5.1,5.1,As Expected
2023,St. Joseph's Medical Center of Stockton,Acute Stroke,6.9,6.9,As Expected
2023,St. Joseph's Medical Center of Stockton,Carotid Endarterectomy,0,0,As Expected
2023,St. Joseph's Medical Center of Stockton,GI Hemorrhage,2,2,As Expected
2023,St. Joseph's Medical Center of Stockton,Heart Failure,2,2,As Expected
2023,St. Joseph's Medical Center of Stockton,Hip Fracture,1.1,1.1,As Expected
2023,St. Joseph's Medical Center of Stockton,Pneumonia,6.7,6.7,As Expected
2023,St. Joseph's Medical Center of Stockton,PCI,2.3,2.3,Better
2023,St. Louise Regional Hospital,AMI,0,0,As Expected
2023,St. Louise Regional Hospital,Acute Stroke,0,0,As Expected
2023,St. Louise Regional Hospital,GI Hemorrhage,1.8,1.8,As Expected
2023,St. Louise Regional Hospital,Heart Failure,1.1,1.1,As Expected
2023,St. Louise Regional Hospital,Hip Fracture,0,0,As Expected
2023,St. Louise Regional Hospital,Pneumonia,5.2,5.2,As Expected
2023,St. Mary Medical Center – Long Beach,AMI,3.3,3.3,As Expected
2023,St. Mary Medical Center – Long Beach,Acute Stroke,6.8,6.8,As Expected
2023,St. Mary Medical Center – Long Beach,GI Hemorrhage,2.9,2.9,As Expected
2023,St. Mary Medical Center – Long Beach,Heart Failure,2.8,2.8,As Expected
2023,St. Mary Medical Center – Long Beach,Hip Fracture,2.9,2.9,As Expected
2023,St. Mary Medical Center – Long Beach,PCI,2.3,2.3,As Expected
2023,St. Mary Medical Center – Long Beach,Pneumonia,5.5,5.5,As Expected
2023,St. Rose Hospital,AMI,7.5,7.5,As Expected
2023,St. Rose Hospital,Acute Stroke,11.6,11.6,As Expected
2023,St. Rose Hospital,GI Hemorrhage,4.2,4.2,As Expected
2023,St. Rose Hospital,Hip Fracture,0,0,As Expected
2023,St. Rose Hospital,PCI,5.3,5.3,As Expected
2023,St. Rose Hospital,Heart Failure,9.2,9.2,Worse
2023,St. Rose Hospital,Pneumonia,10.8,10.8,Worse
2023,Stanford Health Care,AMI,4.8,4.8,As Expected
2023,Stanford Health Care,Acute Stroke,7.8,7.8,As Expected
2023,Stanford Health Care,Carotid Endarterectomy,1.6,1.6,As Expected
2023,Stanford Health Care,GI Hemorrhage,2.6,2.6,As Expected
2023,Stanford Health Care,PCI,4.8,4.8,As Expected
2023,Stanford Health Care,Pancreatic Resection,1.3,1.3,As Expected
2023,Stanford Health Care,Heart Failure,1.6,1.6,Better
2023,Stanford Health Care,Hip Fracture,0,0,Better
2023,Stanford Health Care,Pneumonia,3.8,3.8,Better
